,repo_id,commit_id,commit_index,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket
25340,alexgladkov_odyssey,c24b81999ad196fa6de00bcb48c3394ad239ed91,0,1633099317,"first commit
",,65,0,0,0,65,"8,3,7,1,7,7,2,3,0,11,12,4,0",12,65,12.0,17
26020,dominokit_domino-ui,db2713d9436f45c33965db93f105a9903d8dbd97,1,1521370993,"first version
",4a4a01fcf1cf4bd884ad9cae2baeef55fd28a215,3533,0,0,0,3533,"3,0,1,0,0,0,0,0,0,157,18,176,337,316,2276,200,50",17,3534,16.0,17
30388,fakereplace_fakereplace,5e918bcd6e96ae054e58b1afdefdd78629f8cea0,1,1267067501,"Initial commit



git-svn-id: https://fakereplace.googlecode.com/svn/trunk@3 18b0249e-21b3-11df-9b96-51425d4bd23b
",14605ddf6db657a3d7d507f370acd882ea44874c,91,0,0,0,91,"3,4,2,0,3,0,6,33,2,27,11,0,0,0",11,91,11.0,17
32235,aosp-mirror_platform_development,5c11852110eeb03dc5a69111354b383f98d15336,0,1224597600,"Initial Contribution
",,2143,0,0,0,2143,"0,9,295,220,655,90,87,111,312,55,42,144,116,7,0,0",14,2143,14.0,17
32247,aosp-mirror_platform_development,d4aee0c0caa00aa02d4c50ed28151591ac0456b5,12,1236133696,"auto import from //depot/cupcake/@135843
",d2f2b1d7b77d06bce8cf9340171cf6c25cd720c4,0,2356,0,0,2356,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,0,-14.0,17
32248,aosp-mirror_platform_development,52d4c30ca52320ec92d1d1ddc8db3f07f69c4f98,13,1236137349,"auto import from //depot/cupcake/@135843
",d4aee0c0caa00aa02d4c50ed28151591ac0456b5,2386,0,0,0,2386,"0,14,343,259,714,97,100,127,341,65,48,147,124,7,0,0",14,2386,14.0,17
39262,crypto-org-chain_cronos,44d87a4e0d7c58c85ac2e6ea917f47630ea2924e,0,1626936539,"Initialized with Starport
",,679,0,0,0,679,"5,17,17,23,7,0,0,70,84,0,60,192,111,93",14,679,14.0,17
40149,q315523275_familybucket,f69a5d1ff1342df60d5669c3054422a79c792de0,2,1520492795,"one
",aedd836ec74d462dd9d5f8fd2350731bb2526b91,1567,0,0,0,1567,"0,2,78,168,133,828,29,318,8,0,0,3,0,0",12,1567,12.0,17
40265,sayi_swagger-dubbo,7a0b682ebcf76062cbb42b41553a9340b401d074,0,1504516210,"init repo
",,183,0,0,0,183,"3,2,2,0,4,22,70,56,0,15,1,4,4",13,183,13.0,17
51991,wesdoyle_lightlib-lms,a9b35800ca3c1fc56f0773cd1278991c62cc9b7d,53,1520138249,"Update namespaces, project directory configuration
",303dfd3edcf151d4b00c6dca4df9ad97c939261d,3467,0,95,0,3562,"7,33,55,34,152,329,954,468,346,79,288,374,104,325,27",15,3575,11.0,17
51992,wesdoyle_lightlib-lms,61d0be8574ba7992938b62bee3f7c38902404524,54,1520138444,"Update gitignore for new project structure
",a9b35800ca3c1fc56f0773cd1278991c62cc9b7d,0,3467,0,0,3467,"7,33,34,34,0,0,0,0,0,0,0,0,0,0,0",4,108,-11.0,17
52283,lakesoul-io_lakesoul,555ad0836ecba8c4f2eeef5b64bfe73baf68222b,0,1640705404,"first commit
",,170,0,0,0,170,"6,3,4,5,0,1,0,21,22,85,3,5,3,8,4,0",15,170,15.0,17
59212,tencent_gameaisdk,c404498b4faf3a490ca0ffa82f9492259fa39d8c,1,1597307935,"upload project, no large file
",17c8b33180b268d1e125c7e6f16eec7d6b3b5538,13856,0,0,0,13856,"4,37,202,447,575,954,2459,4402,2027,1859,478,185,146,82,0",14,13857,13.0,17
60972,android-hacker_virtualxposed,136fdba24e8770b009882369a778d468ce600bed,1,1467893367,"MSG: open source the VA.
",b29c550feaee4b0ec0bca62970090ef8f978aa3c,507,0,0,0,507,"3,6,12,3,1,1,29,30,89,73,250,11,0,0",12,508,11.0,17
63288,12meses12katas_marzo-fizzbuzz,c8bc8cc3e089927d7c2b354acf85ced9d3c58d65,164,1302588738,"Step 2. implemented
",696b9dca43a5bfd96a58c592f666e35b7a4596e3,0,210,0,0,210,"0,0,0,0,0,0,0,0,0,0,0",0,0,-11.0,17
63374,fhussonnois_kafkastreams-cep,d3f2c4c1b9f987015f1eb749c6b78d2e73d52b6c,0,1465683923,"fist commit
",,21,0,0,0,21,"4,0,0,0,0,0,0,0,0,4,9,4,0,0",12,21,12.0,17
65085,google_makani,624583a98fad9401aec231362c727700fa19ce47,0,1594147801,"Initial push of Makani open source code.
",,11261,0,0,0,11261,"11,157,1204,2264,1106,1320,1941,1291,731,257,589,367,23",13,11261,13.0,17
75478,watson-developer-cloud_java-sdk,0f29e84a181ee0054859285ef1afefc1280aa1a4,0,1430361878,"java wrapper 0.1.1
",,121,0,0,0,121,"8,0,0,2,0,0,0,2,18,22,69,0,0,0",11,121,11.0,17
75761,apache_rocketmq-spring,3f89080df8f797cad0d1f9eb8badb5050b09a553,1,1544088766,"Merge pull request #1 from walking98/master

First release of RocketMQ-spring-boot from incubating, version as 2.0.0","6302fcabf92ed99b376a121421dbc369826f8e07,0e777d237f85a46dd5d610d75ea545deb140a673",61,0,0,0,61,"6,12,6,2,0,3,0,0,0,24,2,7",12,62,11.0,17
75794,balderdashy_sails,5c530bba2df4997e6e1faa0c4dbc3a0a954ec0f0,9,1326931074,"Reorganized things
",d9fe8130c2a5d1f5036dd52c4aec9768cb516b21,0,239,0,0,239,"0,1,0,0,0,0,0,0,0,0,0,0,0,0",2,1,-12.0,17
77147,keremvaris_sennedjem,cb5e1bdc7415e7a80ba8789de1b8e20d0cc28407,0,1580391390,"First Commit

First Commit
",,1027,0,0,0,1027,"2,14,64,41,526,186,102,61,21,3,7",11,1027,11.0,17
78029,popovanton0_heart-switch,4331b446e6be4ca8a0a4b0eae7b1bbaad1c27795,0,1645745839,"Initial commit
",,57,0,0,0,57,"8,14,3,2,0,18,0,6,2,0,4",11,57,11.0,17
78198,automattic_pocket-casts-android,d1502d9bf89fec3e19098f3ec78bc41e1473b447,1,1655948404,"Migrating repository into Automattic. 

",84ef453cb51a06d54dcf3a0b5425d63f1c475589,2173,0,0,0,2173,"18,11,15,24,0,61,0,1399,11,10,17,106,429,71,2",15,2174,14.0,17
80587,cmota_kmm-a-multiplatform-adventure,847f464e5286cee1b5dfafcd7a3220d9be19f6fb,0,1602076497,"A Multiplatform Adventure: steps from 00-04
",,734,0,0,0,734,"1,36,36,96,36,84,264,3,0,0,75,83,20",13,734,13.0,17
88802,ucbrise_anna,02b719eac9f94d253d40e4fc4109eb90dee35544,2,1522528343,"push anna code
",740a2b63b4b3b575cb9d070dd3aa1573185fcef7,343,0,0,0,343,"3,11,29,35,93,3,0,16,8,1,21,110,14",13,344,12.0,17
92952,kaikramer_keystore-explorer,1c54d66f9828d522708f5e54bb5d923a0bc31218,0,1380980378,Initial commit,,910,0,0,0,910,"0,4,60,13,2,5,36,422,312,53,3,0",11,910,11.0,17
95616,apache_hawq,8b26974cd8d6e1d824f274eb4a68f950fd94156c,1,1442622781,"SGA import
",420619cac5a47b588a8161f885d0276a86580c35,6842,0,0,0,6842,"14,45,372,1687,2259,1127,201,63,721,68,175,91,20,0,0,0",13,6843,12.0,17
100666,huolalatech_hllofflinewebview-android,1dff1b7c8b7973118c28703fa93059ff7b852cf4,0,1648799884,"init project
",,119,0,0,0,119,"7,11,0,2,0,20,0,0,0,18,52,9",12,119,12.0,17
101558,azure_application-gateway-kubernetes-ingress,b42658596bf76ea3fb40dd767936794039547165,37,1537826243,"Added all the vendored files.
",6e8f8382a9a336d5d6242b2e0b70f90df10cfc4e,9589,0,0,0,9589,"8,13,24,62,456,1943,1401,789,743,3061,1113,29,0,0,0,1,3",17,9646,13.0,17
103643,googlecloudplatform_cloud-build-local,e4971a0ab92e7297d9b1d5cb1fd109e1f1e1f190,1,1507753434,"re-vendor dependencies (#36)

",abaa32681ff5add6f78d37003204f2df14a3abeb,3555,0,0,0,3555,"8,31,0,93,411,1324,718,311,401,196,78,19,4",13,3594,11.0,17
106481,acheronfail_pixel-picker,00652aacf1028df3d4103d05269212a162362255,0,1526093832,"initial rename from apptivator
",,483,0,0,0,483,"5,24,27,74,137,64,75,7,1,1,6,58,4",13,483,13.0,17
107284,ariamoradi_tachiyomi-unofficial-extensions,6c161af49c73d8ecd48d58ef10d65371230a063a,0,1608321355,"initial commit
",,67,0,0,0,67,"13,8,18,6,8,5,1,0,0,1,7",11,67,11.0,17
108355,barissaglam_movie-app,62407aa1383075ed894013266a10fd84c493104f,0,1589887634,"first commit
",,349,0,0,0,349,"7,13,146,13,0,77,0,4,25,52,11,1",12,349,12.0,17
108423,eclipse-archived_ceylon,f5e07f3d41f843144f9c60504959af901181dc48,0,1512676113,"New initial commit
",,13303,0,0,0,13303,"33,210,176,404,1707,641,1292,1715,1370,342,973,3454,649,248,51,31,3,2,0,0,1,1",22,13303,22.0,17
108852,siaorg_sia-task,44fdfe87d02e07179064c687761a14ea009666e2,0,1557890842,"init repository
",,391,0,0,0,391,"5,28,48,8,140,19,0,2,66,72,3,0,0",11,391,11.0,17
109478,moli1369_bluetooth-le-spam,6dca70b1cab2652e3a1189a059a2d1ac6b50d505,0,1697803141,"first commit
",,75,0,0,0,75,"0,6,10,8,1,0,38,0,3,3,6",11,75,11.0,17
109500,opentracing-contrib_java-spring-jaeger,9c78ef2a467b9a44beb64cd533230ca08566fb4e,1,1527671766,"Copy jaeger functionality from java-spring-cloud (#1)

Copy jaeger functionality from java-spring-cloud",67a9aac78652873c970734909185f4ad52cce519,34,0,0,0,34,"10,3,3,0,0,1,0,0,0,0,0,6,13,0",13,36,12.0,17
110955,marcelkliemannel_intellij-byte-code-plugin,d55308a49e2c876ecaa750cca9d413033d02cb36,0,1621972663,"Initial commit
",,78,0,0,0,78,"9,0,2,0,5,0,0,22,13,10,11,6",12,78,12.0,17
111081,pulimet_myloglibrary,56b5423ec8e7c51be5e5e56b97023f950bd1f02a,0,1509439692,"Initial commit
",,48,0,0,0,48,"4,15,1,2,0,21,0,0,4,0,1",11,48,11.0,17
119481,yizems_kutil,45e97f95c897df46ef918e681ef103d3b44e36b3,0,1633920806,"添加扩展方法
",,50,0,0,0,50,"6,9,4,1,0,19,0,3,0,0,8,0,0",11,50,11.0,17
126397,itheima1_blockchain,104cc7de8f6b901381691908e3bdb60b7af4d052,30,1526379975,"黑马程序员, 为千万人少走弯路而讲课
",c237208929c88ba920786b3255abb99504364f02,1000,0,0,0,1000,"3,2,24,22,36,55,83,302,188,39,50,143,56",13,1003,12.0,17
127113,mhss1_aistudyassistant,7f3364f2503a2b5e3aa2ed37247be3489465158f,0,1691419181,"Initial commit
",,172,0,0,0,172,"7,11,5,2,4,80,7,0,2,9,45",11,172,11.0,17
127202,sophgo_tpu-mlir,cf9c2832849a352ef47c48afc6ff3568d0fba3c0,0,1646039687,"base code with llvm-mlir

Change-Id: I15e225d147ac16a672cc0073f8f6daaf1f6e1bc4
",,2746,0,0,0,2746,"5,13,24,104,68,1341,827,291,39,33,1",11,2746,11.0,17
128051,anahitasocial_anahita,c1065966004bc6f7a33924dc27df8217c5a25291,0,1370930274,"initial commit
",,3699,0,0,0,3699,"0,0,5,49,474,706,677,568,305,356,508,30,21",13,3699,13.0,17
128929,ocnyang_qbox,8ebfa2974e3d4ffa208d2948f8a29d1649d14d6c,40,1502243297,"源码开放

源码开放
",907d08b16552535cac9ee468b890d3b2f2658f9f,3214,0,0,0,3214,"9,12,19,2,7,767,4,1426,561,117,130,70,45,24,24",15,3217,13.0,17
131604,hellof2e_wukong,a2d1623a0382cab62a863ff79e95d4fdaaddf81c,1,1686218121,"init
",ffc455a9c62857d0dc08e352ca1258f73450f0c1,628,0,0,0,628,"3,25,43,63,112,69,55,6,6,72,146,13,16",13,629,12.0,17
133733,rstudio_shiny-server,d074b8f65e93078bcf0b65dd9a3a509f921bc1bf,15,1349385545,"Third party node module dependencies
",43ac23a79ab62cfc6404df3e6446e65bc15621ca,407,0,0,0,407,"8,0,24,34,108,90,43,30,39,20,5,10,4,0,0,0",13,415,12.0,17
133741,rstudio_shiny-server,966ca129cb8aaab4208602620389228e9d7206c5,44,1353969200,"Removing bundled dependencies. Now need to run 'npm install'.
",1701b48e37923400321f2e92bee1f762dda58bab,0,600,0,0,600,"5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2,14,-11.0,17
133843,rstudio_shiny-server,26eb4fae516a4923ffa652b99878913303f07729,494,1468590437,"Merge pull request #223 from rstudio/joe/remove-modules

Remove node_modules","39abd2dc50761be5f38a5c696df9b8f1191a73cd,9189d0ef0243e89443ca74ef755b9be50500c294",1,2102,0,0,2103,"10,52,80,11,0,0,0,0,0,0,0,0,0,0,0,0",4,153,-12.0,17
135623,androidstarters_generator-kotlin-android,704cef679bec407436dc3615c0d018245bed9f24,0,1498495367,"Initial commit
",,112,0,0,0,112,"9,1,2,0,8,5,2,2,2,18,0,6,18,29,10",15,112,15.0,17
139739,jsitech_jshielder,c7b97372d54e7a0ebfbf82e5b5c1bcea7731dbc6,0,1448759190,"First Commit
",,927,0,0,0,927,"1,8,60,33,417,232,126,8,6,14,22",11,927,11.0,17
147442,teknasyon-teknoloji_desk360-livechat-android-sdk,a92ceb52b73bea860e11c47907380c7f47832920,0,1628510421,"live chat android sdk
",,436,0,0,0,436,"6,15,2,3,0,285,0,6,17,60,42,0",11,436,11.0,17
148005,ditn_dynamic-design-system,881267ac77d801c9925074febaccc3fbd1fd76d4,0,1605170910,"Initial commit
",,55,0,0,0,55,"0,12,11,4,1,0,19,0,0,0,2,6",12,55,12.0,17
150184,rolandhe_hiriver,2aa41e2cce7f22ab18a17562eb467acca0114957,0,1451301395,"init
",,153,0,0,0,153,"0,1,3,0,0,1,2,1,4,16,28,16,63,18",14,153,14.0,17
153842,packtpublishing_android-ui-development-with-jetpack-compose-second-edition,5dafebc10cf764a972747d6c8d32a1afd4786de1,0,1683794156,"Hello added
",,36,0,0,0,36,"0,0,6,10,2,1,0,16,0,0,1,0",11,36,11.0,17
154798,zixpo_candybar,31cfa4d37e4654e2ffb587fcea2b206d1430f124,0,1565110678,"Initial Commit
",,496,0,0,0,496,"7,9,11,2,7,270,0,88,23,23,34,18,4",13,496,13.0,17
157130,tbrek_bashbar,f23f14c68e99c1b1cbe856d0141c0d00429aa93b,34,1528285658,"Merge pull request #13 from tbrek/updater

Updater","441972572905bc3c3399a5c57edcbf2243b6e553,2779930485578719ffefae1afd18377282b4817c",571,5,2,0,578,"7,16,9,22,62,118,5,24,40,116,3,10,146,2,4,31",16,615,11.0,17
161652,huanglinqing123_travelpreventioncompose,3e08e49cbdcd52411a82a8450e90944ba028e2f7,0,1661089832,"Initial commit
",,182,0,0,0,182,"6,27,6,6,1,55,0,14,35,22,10",11,182,11.0,17
439,jeedom_core,17ab05eff9e6169e78ee31f073d0d70126b8215c,0,1415096459,"INIT REPO
",,2029,0,0,0,2029,"8,12,346,230,497,150,51,26,156,161,162,90,97,25,18,0,0,0",15,2029,15.0,18
1870,u0u0_quick-cocos2dx-community,db03f8c295cd49164e2f686f79fe78fd99fa5da4,1,1441627409,"Fork from Cocos2d-lua 3.3 final.
Add new Lua Binding for spSkeletonData.
Integrate win32 Player.
Add ""exact_fit"" mode for display
",6356456187f1727c2524a1667ff26190c85a68e3,5251,0,0,0,5251,"5,48,676,891,761,1689,606,219,113,73,67,61,38,5",14,5252,13.0,18
10304,lvr1997_kd-second-hand-workshop,a09d8b613018317b32f0bff1d8a287721f4ab84d,0,1561891461,"项目提交
",,419,0,0,0,419,"2,5,0,9,38,126,107,31,93,2,6",11,419,11.0,18
18551,didi_droidassist,f43b54a62a80d1553dc898b83f4ccc379e58a9f1,0,1550143010,"Init commit
",,93,0,0,0,93,"13,10,2,1,0,2,1,0,12,19,33",11,93,11.0,18
22137,wechat-miniprogram_minigame-adaptor,b0ca3ffca7ac24834c97a329ed42670691ecd829,0,1594109588,"init
",,1681,0,0,0,1681,"4,8,24,418,239,238,438,176,104,26,2,4",12,1681,12.0,18
23093,qt_qt,67ad0519fd165acee4a4d2a94fa502e9e4847bd0,0,1237800853,"Long live Qt!
",,30607,0,0,0,30607,"11,231,1561,8658,5458,7227,3513,794,1652,1184,315,3,0,0",12,30607,12.0,18
24741,dimsemenov_photoswipe,494ec0f4138decf77aa61e8e3a377d3a786dcc76,0,1302187688,"Initial commit
",,1769,0,0,0,1769,"7,20,27,108,123,243,1,0,0,97,461,262,390,30",14,1769,14.0,18
31775,majerle_lwesp,a67316ecedc69ed493ed78fd5cb70471c700ab33,0,1509873882,"Initial commit
",,787,0,0,0,787,"3,37,16,32,353,46,15,53,3,141,88",11,787,11.0,18
34329,napalm-automation_napalm,0b05c2a079225c618f3b2f3a29c1e2d5e481289a,283,1509297428,"first beta release
",3407edb94cf06fa6b63d1a0d5ea104a9a00b6610,181,2,0,0,183,"7,14,51,137,130,581,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3",57,1074,50.0,18
34332,napalm-automation_napalm,8afe8378a69a39616daba30b4eafa4b2602e17b2,287,1509963874,"fix infinite loop
",896edf57069f2f9c143342fdec6a3977d943a71a,0,156,0,0,156,"7,24,83,149,130,578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",7,972,-50.0,18
43173,dailymotion_kinta,1f13d9dfd4830b3f7ba8f1635000497fc4b458da,0,1580376334,"Initial commit
",,71,0,0,0,71,"10,10,3,0,6,0,1,8,5,15,11,2",12,71,12.0,18
43429,gigamole_quatrograde,bfb5ecab1285fb780df4fd71991ed517760fec3f,0,1624962269,"Initial commit.
",,776,0,0,0,776,"8,12,2,12,11,71,315,257,54,16,18",11,776,11.0,18
67449,lona_lona,f8112e587c7805a3d071d239ddbbd3cee58cb44b,0,1507763851,"Updated
",,550,0,0,0,550,"5,15,115,127,11,75,55,111,2,4,30",11,550,11.0,18
73989,uber_rides-android-sdk,dcdbb4e52ec30764f13890b337481cf6373781c1,1,1448316013,"[Gradle Release Plugin] - pre tag commit:  'v0.1.0'.
",66744c9803bcf1cd772b6b62953162dd76c4065f,59,0,0,0,59,"10,3,4,1,1,23,8,0,0,9,0,1",12,60,11.0,18
80213,o2oa_o2oa-android,63b4b9d09cb17243c1cfa63ea30a9644019ad620,0,1606113230,"o2oa android端源码分离
",,2237,0,0,0,2237,"7,8,26,34,0,1428,0,5,12,10,7,6,67,163,330,116,17,1",18,2237,18.0,18
80342,cloudwise-opensource_flyfish,047a465fad4b80fd9fa610e4fc0ce1607106c801,2,1633677975,"init project
",b8d8866e49e9249683f468a30b1fd27b5046d0a5,16039,0,0,0,16039,"22,37,43,107,1802,1013,3736,3552,2434,1482,983,480,180,155,14,0,1",17,16041,16.0,18
91808,romainguy_v9,36552899573dcb72fa1599eb9329910b71ffcc39,1,1661393112,"Implement simple resizing based on N slices

The current resizing does not support slices that intersect anything
but horizontal or vertical lines. This is however sufficient as a
valid proof of concept.
",e2b1588c4f1385e3a4dc16cb2ef150ee7eb9aa21,31,0,0,0,31,"8,9,2,2,0,7,0,0,2,1,0,3",12,34,11.0,18
91853,system-pclub_gcatch,c3bf9d084ba241ccefe0f1baa346f6e96a83934b,1,1587113458,"commit
",9772cdf62c927fa9e1363409a95ff8c609688fea,679,0,0,0,679,"1,15,9,162,173,195,25,5,60,1,2,5,3,10,14,0,0",15,680,14.0,18
98370,tenkei_calendor,acac4283b2fdacbf8b4e6a4045e1de068181ea5b,0,1480088492,"Initial Commit
",,259,0,0,0,259,"5,6,2,3,0,217,0,2,8,13,3,0",11,259,11.0,18
104128,numenta_nupic-legacy,9b0b18ed9161cbc9dad27c7fbbb2b2286e8718cb,3,1370276182,"Squashing code from internal repo.
",5eb04412c14a5a09c1cf7617920f2ac86486d3c0,12402,0,0,0,12402,"7,12,316,386,357,1816,3956,2021,2680,683,144,25,0,0",12,12403,11.0,18
104904,ernestoyaquello_dragdropswiperecyclerview,c432dafc25bec228be476cbdb22603f9f6a2035f,1,1539715237,"Added project files

",3e66e4b344ddeb73db7d04fcae5c14a4bedcbd20,91,0,0,0,91,"9,6,2,2,0,52,0,4,7,4,5,1",12,92,11.0,18
110672,exterasquad_exteragram,59bcf46c957d4ff0d8bc6b13e9cb30588199d51b,1,1650573120,"Upload Sources
","bd2d00490f26252a575a716f3369d58336bd36c3,343d0909214d16c87122a126e3a7b7942fa55185",18976,0,0,0,18976,"9,4,21,211,615,9719,2866,2305,1906,827,460,34,0,0",12,18977,11.0,18
112053,ttimo_doom3.gpl,fb1609f5540e3578b579c5e3476de5613c45d3a6,0,1321997295,"hello world
",,2155,0,0,0,2155,"3,37,388,971,585,126,14,8,4,17,2",11,2155,11.0,18
112386,metal3-io_baremetal-operator,fc0a168cedbc3c7daf71d29e2c9e8e089948a95e,0,1548207392,"Initial commit.

$ operator-sdk new bare-metal-operator
",,5272,0,0,0,5272,"3,6,3,71,608,1853,1333,727,463,68,61,70,1,0,2,3",16,5272,16.0,18
113832,whisky-app_whisky,381a7f973258a426efd09ec52aaeee6bd587d85b,8,1679609231,"Wine 8.3
",d4b4108374798cef076279c71bbd2672e6ff7f9b,4744,0,0,0,4744,"2,6,3,4,99,1,1632,34,31,28,1840,816,213,40,9,1",16,4759,12.0,18
114043,chickenhook_binderfuzzy,5794ef85b6f195e42181c69d7f25020b574c569b,1,1591101503,"initial commit
",0e4ab83d8a3442ad02f2da4818a133420c2c834f,81,0,0,0,81,"7,3,2,1,0,42,0,2,6,9,8,3",12,83,11.0,18
114056,cloudfoundry_java-buildpack-memory-calculator,fa21b730610c22441eec7dfe91c8c372d8fdd7a3,0,1429867816,"Initial Commit

This change adds the initial project structure and CI integration.
",,234,0,0,0,234,"9,2,1,0,0,0,13,112,91,1,5",11,234,11.0,18
114937,kami-blue_client,2429a4dd1e868c3c7e05db0736cda09f8ecacf35,0,1532198866,"Initial commit
",,160,0,0,0,160,"5,0,2,4,0,0,1,25,47,31,42,3",12,160,12.0,18
120978,fenixsoft_microservice_arch_kubernetes,e78f4789dd86d87e10ecfac863942ab57438284a,0,1590314181,"Initial commit
",,197,0,0,0,197,"10,29,3,0,14,2,17,41,0,16,52,13",12,197,12.0,18
4519,itaysonlab_jetispot,6c45b032592a47f7f27b12929140313419f24b58,0,1650123470,"Initial source release

Signed-off-by: iTaysonLab <9827543+iTaysonLab@users.noreply.github.com>
",,81,0,0,0,81,"6,8,3,1,1,13,0,2,8,17,22,0,0",11,81,11.0,19
9050,schaka_janitorr,a7cdfe26089f7f13bb2da04a1e9ab3988a0f511c,0,1705259089,"initial commit
",,126,0,0,0,126,"7,1,3,1,1,1,0,5,18,57,32,0",11,126,11.0,19
9117,chenqi5256969_pukedex2,a4dee30555a4fb5215008bff44d10753d90745b2,0,1616744025,"Initial commit
",,72,0,0,0,72,"7,5,2,1,0,26,0,3,18,6,4",11,72,11.0,19
13340,binglind_alchemy,8ac25e8a117671517bf28f769d6a8fcafcc4aada,1,1561602506,"init

Initial commit

修改docs

修改docs

修改docs

修改docs

修改docs

修改docs

修改docs

修改docs

修改docs

修改docs

修改docs

修改docs

修改dingtalk

update docs

修改测试用例hdfs端口

增加钉钉群号

README.md增加协议

去除dfire的parent依赖

去除dihuo的依赖
",ade18be4a811d15960acf03e6798a2d4288dcc85,911,0,0,0,911,"4,24,43,10,18,38,137,226,62,147,128,65,10",13,912,12.0,19
14207,bytedance_codelocator,7700106a1d795a811680e975ca7124022af9cf6b,0,1629332338,"CodeLocator init
",,472,0,0,0,472,"5,85,19,36,2,83,17,0,0,153,65,0,7",13,472,13.0,19
16900,packtpublishing_programming-kotlin,5a936580b259449c6559dab34f17c1063809904a,1,1484300024,"Code files

Programming Kotlin, by Packt
",4a4174d44ad3c490c7c6d60ed7ba297864209d07,472,0,0,0,472,"4,12,22,1,12,8,10,303,63,25,1,13",12,474,11.0,19
17004,spring-cloud_spring-cloud-kubernetes,0acbc36bff46c02ce720e03830024e0b72b10bc7,1,1481922958,"Merge pull request #1 from iocanel/incubator

Incubator","45baa2fff916b2ca523076e2788e65df177e073c,2ef21eaedec8418a988bbc2c9a6348687a59d6cd",77,0,0,0,77,"8,12,3,0,1,6,0,0,0,13,29,7,0,0,0",12,79,11.0,19
18053,auties00_cobalt,2dbc3f2ef7c8b67cbb699802a94f71ce069bd062,0,1713130117,"Release 0.0.5
",,544,0,0,0,544,"7,10,9,2,0,8,5,140,213,126,24",11,544,11.0,19
18147,engineerd_wasm-to-oci,37554a4ffe2eb60708c979f8fec5875a08fc39c6,1,1569438339,"Add working push and pull to OCI

Signed-off-by: Radu M <root@radu.sh>
",862c4e5472bf584ab6cb5b9f794f287a9d256a15,1339,0,0,0,1339,"7,5,4,3,341,542,341,70,8,0,14,0,3,2",14,1340,13.0,19
18149,engineerd_wasm-to-oci,888386912a318517d74825d5610100b658f21240,3,1583434465,"Merge pull request #5 from radu-matei/mods

Update to Go modules","981b6d03d442b2d16e14843651479b83a4929f03,1cd7bdaffb9165f14d6fd46dbeb8b6be7b35a93d",3,1478,0,0,1481,"7,5,9,0,0,0,0,0,0,0,0,0,0,0",3,21,-11.0,19
20278,airyhq_airy,e7b5474f2ed7a06bdfdc30c0dcaf98cb53a946df,10,1600785435,"Merge pull request #16 from airyhq/ingestion-platform-draft

Ingestion platform draft","cb5d1033a95ffde91bad9a883560670f4415e45b,b6e4d099ef0d3f8623b4dab41ad6ffcdcc39b20c",112,1,2,0,115,"11,9,17,19,9,4,0,2,0,6,5,21,31,6,0",14,140,11.0,19
21009,mattttvaughn_chronicle,102dba5c5e37c1c2a7fa3ed35fd96e3e5465ff5a,0,1581977856,"Initial commit
",,211,0,0,0,211,"0,3,2,2,0,95,0,0,2,17,84,6,0",12,211,12.0,19
22387,aspw-w_nightx-client,36f28b0cf2384b2cf39ad8672ca85bdbf5953d1d,0,1664627874,"cleanup
",,725,0,0,0,725,"11,9,3,5,0,2,12,202,84,43,253,31,57,9,4",15,725,15.0,19
27822,egzosn_pay-java-parent,027c84299abd76b5e021f0f9b39caa87ae13d70e,1,1487327073,"初始版本
",efc0210c21718302d17a7f9523fad94cf1ff0731,79,0,0,0,79,"5,5,0,0,5,1,0,0,0,39,25,3,0",12,83,11.0,19
28009,luoliangdsga_spring-learning,94e7ac741b587f51496c72d4a22a5a61160b56a5,0,1518438278,"Vue+SpringBoot上传
",,34,0,0,0,34,"0,1,12,14,3,1,0,0,0,2,1,0,0,0",11,34,11.0,19
28973,yudaocode_springboot-labs,6ecc3a6939a49909510fe4c1d307a0f0fc5a8d58,0,1536765164,"增加 Spring Security OAuth2 的 authorzation-code
",,14,0,0,0,14,"3,4,2,0,0,1,0,0,0,0,1,2,1,0",13,14,13.0,19
30168,tangem_tangem-sdk-android,f14f061dab968a25da8595f41c758662a9220cfd,1,1589539051,"initial commit
",b3b823191dbc1da1272df16f9d80dbba5d7b9d57,314,0,0,0,314,"11,14,2,3,0,95,9,30,46,23,34,30,18",13,315,12.0,19
30480,puzzlepaint_camera_calibration,69042a82c8664218dba25bab21b1062a3fae7b0b,0,1575584765,"Initial commit
",,1695,0,0,0,1695,"4,3,9,216,354,570,182,47,201,71,30,8",12,1695,12.0,19
